iid,name,cat_id
35998,金龙鱼 纯香菜籽油5L  纯香营养！,285
36049,五湖 清曼金顶5kg,286
36051,香满园10kg特选丝苗米,286
36055,五湖莲花香米10kg,286
36071,韩束 水嫩亮颜六件套 8倍保湿持久水润柔亮,340
36187,雪天 立式袋海藻碘盐320g,281
36188,颂康  无碘竹盐225g,281
36199,太平 奶盐苏打饼干100g,173
36207,奥利奥 巧克力味包装夹心饼干130g ,173
36213,奥利奥 香草味盒装巧脆卷55g,173
36216,奥利奥 香草味软香小点饼干56g,173
36255,炫迈 炫动薄荷味无糖口香糖21.6g,189
36262,亨氏 超金健儿优益生元混合水果配方营养奶米粉250g/袋,387
36265,亨氏 香橙磨牙棒65g,752
36376,淘淘酷婴儿纸尿片  尿不湿 极薄瞬吸 中码M36片,631
36379,淘淘酷婴儿纸尿片 尿不湿 极薄瞬吸 加大码XL28片,633
36381,淘淘酷婴儿纸尿裤 大码L30片,632
36419,卫宝  乳润呵护先进健肤沐浴露720ml,357
36449,Abbott /雅培亲体系列 金装喜康力幼儿配方奶粉 3段1-3岁900g/罐 智锁罐装 进口奶源,380
36482,奥利奥 轻甜味夹心包装饼干130g ,173
36500,韩束橄榄卸妆水200ml,793
36502,韩束  红石榴鲜活极润面贴膜三片装,331
36519,Dole都乐 香蕉脆片 菲律宾进口水果干 美味果干 60g,135
36521,Dole都乐  泰国进口水果干 菠萝干 60g,135
36526,立白洗衣液  全效馨香洗护合一洗衣液500g*3袋装,473
36527,立白 连体皂101g×6个,475
36529,立白强效去渍洗衣皂202g×3,475
36533,立白全自动超浓缩洗衣粉515g,476
36538,立白新金桔洗洁精500g,480
36539,立白全效馨香洗护合一洗衣液3kg/瓶,473
36540,立白新一代洗洁精1.1kg,480
36545,立白 全效馨香洗护合一洗衣液900g/袋,473
36546,金健菜籽油5L   地道菜油香，儿时的味道,285
36550,金健 清香菜籽油5L,285
36551,金健纯香菜籽油5L  纯香菜籽油，儿时的味道,285
36604,心相印优选系列DT9200抽纸巾卫生纸 200抽2层塑装面巾纸,489
36672,米老头芝麻青稞麦棒150g,176
36708,上好佳 红烧牛肉味田园薯片50g,191
36750,欧莱雅多效修护去屑洗发露700ml,347
36751,舒肤佳混合三块香皂劲爆特惠装 纯白115g*2+柠檬115g*1,359
36752,舒肤佳混合三块皂(纯白X2+芦荟X1),359
36778,狮王细齿洁炭能量 两支装牙刷,367
36836,伊利  巴氏杀菌饮品  安慕希希腊酸奶  205g*12,220
36887,徐福记50芝麻味磨堡蛋糕 52g,167
36904,【驱蚊系列】雷达 杀蟑气雾剂600ml,96870017
36993,统一 来一桶香菇炖鸡桶面103g,259
36996,统一 来一桶老坛泡椒牛肉桶面105g,259
36999,统一  来一桶红烧牛肉三连桶105g,259
37042,【湖南特色】步步为赢 玫瑰鱼60g,202
37052,乐事 复合型嗞嗞烤肉味薯片40g,191
37123,日清合味道（海鲜风味）速食方便面84g/杯,259
37188,丹麦蓝罐 丹麦原装进口加仑子朱古力曲奇 90g,127
37191,丹麦蓝罐 丹麦原装进口燕麦红莓曲奇饼干125g,127
37192,Kjeldsens 蓝罐曲奇饼干 90g,127
37193,丹麦蓝罐 朱古力曲奇125g 丹麦进口食品 美味小零食新品上市,127
37206,千金净雅 净棉妇科专用棉巾超长夜用纯棉4片装卫生巾360mm,321
37207,千金净雅净棉妇科专用棉巾420特长夜用纯棉3片装卫生巾,321
37209,千金净雅 净棉妇科专用棉巾240日用纯棉5片装卫生巾,321
37210,千金净雅净棉妇科专用棉巾240日用纯棉10片装卫生巾,321
37211,千金净雅净棉妇科专用棉巾190迷你纯棉12片装卫生巾,321
37235,好想你 新郑红枣 450g,296
37404,安尔乐蓝芯LJA9210_10片柔爽网面纤巧夜用卫生巾275mm*2包,321
37411,护舒宝10片超值棉柔贴身夜用卫生巾280mm*2包,321
37647,【云猴生鲜】裕湘 香菇味挂面1000g,292
37707,陈克明 鸡蛋龙须面450g,292
37713,陈克明 热干面900g,292
37714,陈克明 高筋精细挂面1000g,292
37718,金健  碱水面500g,292
37721,金健 精品龙须面500g,292
37795,海天 特级金标生抽王1750ml,274
37797,海天 鲜味生抽王500ml   更鲜、更香、更营养！,274
38206,洁伶淘淘氧棉纯棉卫生巾组合10片 日夜两用265mm*8片+超长夜用335mm*2片,321
38211,洁伶舒眠型棉质表层超长夜用卫生巾8片,321
38217,洁伶淘淘氧棉迷你淘卫生巾180mm*10片 无香型,321
38221,洁伶淘淘氧棉纯棉表层迷你淘卫生巾16片 无香型,321
38228,洁伶香薰功能超薄棉质表层日用卫生巾10片,321
38230,洁伶淘淘氧棉纯棉表层护垫40片 无香型,322
38233,洁伶全程护理超薄棉质20片组合装卫生巾  专为4-5天设计,321
38353,洁伶淘淘氧棉清爽型6片超长夜用410mm,321
38355,洁伶淘淘氧棉无香型6片超长夜用410mm,321
38498,贝斯娜 泰国进口随身包鸡肉味饼干100g,126
38500,贝斯娜 随身包椰子味饼干100g,126
38569,爱尚 咪咪虾味条180g,204
38581,佳宝 无花果35g,200
38583,佳宝 九制话梅28g 蜜饯果脯小零食,193
38594,波力 海苔原味塑罐 75g,204
38607,洽洽酱汁牛肉味怪U味兰花豆110g,204
38620,洽洽香瓜子308g 休闲零食炒货葵花籽煮瓜子,159
38625,洽洽珍品原味喀吱脆薯片35g,191
38626,洽洽韩式泡菜喀吱脆薯片35g,191
38627,洽洽鸡汁番茄喀吱脆薯片35g,191
38630,洽洽纯香紫薯味喀吱脆51g,191
38632,洽洽老坛酸菜味喀吱脆51g,191
38634,洽洽五香怪怪豆80g,204
38635,洽洽麻辣怪怪豆80g,204
38654,仁仔小根鱼45g,202
38668,正兴酸甜泡姜110g,200
38675,多力 葵花油 4L,285
38703,鲁花 压榨花生油4L,285
38705,立白 超洁清新洗衣粉2360g,476
38709,氧净700g多功能洗涤氧颗粒（瓶装）,476
38712,氧净60g洗衣氧颗粒浓缩型,476
38743,碧浪202g×2专业去渍洗衣皂(茉莉香型),475
38744,碧浪2.2KG专业去渍无磷自然清新型洗衣粉,476
38754,超能内衣皂222g,475
38756,超能 内衣专用皂(超值装)202g*2,475
38757,超能260g×2椰果洗衣皂,475
38759,超能2kg植翠洗衣液（鲜艳亮丽）,473
38770,汰渍238g×2全效360度三重功效柠檬洗衣皂,475
38776,汰渍3千克全效360度洗衣液洁雅百合香型,473
38844,好丽友 巧克力派68g,169
38845,好丽友 蛋黄派46g,169
38846,好丽友 Q蒂派摩卡巧克力味蛋糕2枚56g/盒,167
38881,EOS伊欧诗冰蓝花瓣护手霜44ml 美国进口,773
38983,飘柔家庭护理杏仁长效柔顺滋养洗发露 750ml,347
39047,佳洁士防蛀修护牙膏（晶莹薄荷香型）140g,365
39059,佳洁士健康专家全优7效牙膏90g,365
39482,方广 三文鱼蔬菜金装彩面 300g,395
39489,方广 乖乖小馒头（草莓味） 15g,752
39490,方广 乖乖小馒头（核桃味） 15g,752
39492,方广 乖乖小馒头（牛奶味）15g/袋,752
39493,方广 乖乖小馒头（香蕉味）15g/袋,752
39501,方广 乳清蛋白营养米粉 230g/盒,387
39640,金健 洞庭香粘米10kg,286
39659,长康100%纯芝麻油  100ml,852
39674,道道全 压榨菜籽油5L,285
39683,道道全 纯正菜籽油5L,285
39685,道道全 纯正菜籽油1.8L,285
39785,立白 高效超浓缩无磷洗衣粉1800g,476
39787,立白 超洁清新洗衣粉1680g,476
39788,立白 易漂洗洗衣粉2000g,476
39808,立白 超浓缩无磷洗衣粉900g/桶,476
39816,立白 清新柠檬洗洁精500g,480
39817,立白 丝滑乳液柔护洗衣液3kg,473
39821,立白 盐洁洗洁精460g,480
39822,立白  超威洁厕精（圆形）500g/瓶,846
39827,立白 新金桔洗洁精2kg,480
39841,立白 连体皂122g×4,475
39848,立白植物柔护柔顺剂1.35kg,473
39852,立白 橙洁洗洁精1.1kg,480
39853,立白 新金桔洗洁精1.29kg,480
39857,kispa/好爸爸 天然亲肤洗衣液500g*3,473
39913,禾煜 香菇150g,305
39917,禾煜 海带150g,308
39920,禾煜 木耳80g,302
39939,禾煜 黑米400g,288
39962,禾煜 黄冰糖418g,278
39967,禾煜 单晶冰糖250g,278
39973,万多福 美国加州进口开心果经典盐焗味50g,136
39978,Wonderful万多福 美国加州进口巴旦木（扁桃仁）经典盐焗味 318g,136
40105,高洁丝纤巧棉柔护翼卫生巾夜用420mm*4片,321
40115,Kinder健达 意大利进口缤纷乐牛奶榛果威化巧克力 2条装 43g,129
40118,健达 奇趣蛋女孩版20g,129
40119,Kinder Joy健达 奇趣蛋男孩版 波兰进口巧克力糖果 20g（均价专场）,129
40120,Kinder健达 康脆麦牛奶谷物 意大利进口夹心巧克力(1条)23.5g,129
40121,Kinder健达 德国进口巧克力T4 50g,129
40122,kinder健达 德国进口牛奶巧克力 8条装100g,129
40151,【云猴生鲜】西捷 新西兰羊肉卷300g,97740002
40281,一品玉 香妃黑葡萄干200g,200
40283,一品玉 原色开心果160g,161
40412,德芙  丝滑牛奶巧克力（碗装）252g,183
40540,金浩 茶籽玉米调和油5L,285
40628,高露洁 超密丝倍洁牙刷两支装,367
40630,德国原装进口 上质牛奶海外珍选 纯牛奶200ml*20,113
43979,高露洁牙膏光感白（沁亮薄荷）牙膏113克,365
43983,义丰祥 三湘香麻油 350ml,852
43988,冷酸灵 美白抗敏感牙膏 180g,365
44007,护舒宝PINKCESS 棉柔丝薄量多日/夜卫生巾10片,321
44018,义丰祥 100%纯芝麻油 350ml,852
44023,桂花牌480ml玉和白醋,276
44064,帮宝适超薄干爽系列大包装初生型NB86片,409
44070,帮宝适大包装 特级棉柔纸尿裤大码L46片,632
44910,EDOpack韩国进口香葱饼160g,126
44979,美赞臣/Enfamil    安儿宝A+ 3段幼儿奶粉适合1-3岁 900g/罐  原装进口,380
44995,韩束芦荟修护凝胶35g 完美补水 保湿美白 去祛痘印疤痕 晒后修复 新生亮肤,333
44997,雀巢 咖啡1+2特浓咖啡（30条装*13g）,232
45004,韩束明星焕颜大礼包,800
45006,韩束玻尿酸补水面贴膜23ml*5片,331
45137,韩束 红石榴鲜活水盈润肤水(清爽型) 120ml,343
45235,香满园 丝苗米 5kg,286
45308,禾煜 古田银耳 70g,302
45310,禾煜 枸杞 100g,307
45360,春光芒果椰子脆片60g,176
45387,金龙鱼 非转基因黄金比例调和油 5L,285
45656,蓝月亮3000洁净洗衣液-自然+ 500手洗洗衣液（翻盖）-白兰,473
45657,蓝月亮3000洁净洗衣液-薰+ 500手洗洗衣液（翻盖）-白兰,473
45664,Pigeon/贝亲 奶瓶清洁剂150ML,462
45739,维达V4457 超韧无芯卫生纸140g/袋,490
45741,维达V4073至有份量卫生纸200g/袋,490
45744,雪碧 汽水300ml,211
45834,蒙牛  未来星儿童营养风味酸牛奶200g*12 保质期至：2015/12/11,220
391000058,VFOODSMIX香辣味脆脆条75g,134
391000068,小老板 海鲜味紫菜36g,134
391000071,小老板 泰国进口原味紫菜36g,134
391000081,小老板 泰国进口番茄味紫菜 36g,134
391000088,VFOODSMIX香辣鸡味脆脆条30g,134
391000101,Tipo友谊牌495G奶蛋酥脆面包干,126
391000104,VFOODSMIX 泰国进口辣味脆脆条 30g,134
402000036,Midea/美的 M1-211A机械转盘式微波炉,586
9278000060,旺旺88g仙贝物语,173
9278000095,福临门5L纯正菜籽食用调和油,285
9279000185,旺旺135g大米饼,173
9280000018,蒙牛250ml*16高钙低脂奶,216
9280000033,蒙牛250ml*16核桃早餐奶,226
9280000034,蒙牛250ml*16盒纯牛奶,216
9280000038,蒙牛250ml*12整件真果粒黄桃果果粒牛奶饮品,224
9280000041,伊利250ml*12黑谷谷粒多牛奶饮品,224
9280000056,伊利250ml*12红谷谷粒多牛奶饮品,224
9280000057,伊利250ml*12低乳糖低脂型营养舒化奶,216
9280000058,伊利250ml*12低乳糖全脂型营养舒化奶,216
9280000377,OLAY美肌滋润沐浴乳莹亮滋养720ML,357
9281000032,好奇  金装纸尿裤箱装  大号L100片  适合10-14KG男女宝宝通用,632
9281000033,好奇  金装纸尿裤箱装  中号M120片  适合7-11公斤,631
9281000104,苏泊尔(SUPOR)HFK26S-130多功能电火锅 4L,585
9284000069,蒙牛250ml*24原味酸酸乳,220
9284000070,蒙牛250ml*24草莓酸酸乳,220
9284000085,蒙牛250ml*12真果粒芦荟牛奶,224
9284000102,蒙牛250ml*12真果粒草莓牛奶,224
9284000145,伊利245g*12草莓味果汁优酸乳,220
9284000147,伊利250ml*16谷粒多红豆牛奶,226
9291000133,【保税区发货】日本大王GOO.N 纸尿裤L54片(4包装),632
9294000046,Q天添优品三层纤巧柔韧面巾纸（3+1优惠装）,489
9294000047,Q天添优品婴儿手口倍柔湿巾（25片简洁便携装）,493
9294000048,Q天添优品无芯柔韧卫生纸（10+2特惠装）,490
9296000002,【保税区发货】英国爱他美Aptamil婴儿配方奶粉3段 1-2岁 900g （3罐装）,380
9297000003,【保税区发货】荷兰美素Hero baby 奶粉3段 （10-12个月） 800g,380
9297000004,【保税区发货】荷兰美素Hero baby 奶粉4段 （1-2岁） 700g,383
9297000005,【保税区发货】荷兰美素Hero baby 奶粉5段 （2岁以上） 700g,93980004
9298000218,【保税区发货】荷兰牛栏Nutrilon诺优能 奶粉4段 1-2岁 800g 3罐装,383
9298000219,【保税区发货】荷兰牛栏Nutrilon诺优能 奶粉5段 2岁以上 800g 3罐装,93980004
9298000226,【保税区发货】德国本土原装进口爱他美Aptamil婴幼儿配方奶粉2段 6-10个月 800g  3罐装,378
9298000228,【保税区发货】德国爱他美Aptamil婴幼儿配方奶粉1+成长 1-2岁 600g 德国本土原装进口 3盒装,93980002
9300000029,蓝月亮2件套（羽绒服清洗液500g+手洗专用洗衣液500g）,473
9301000125,Q-天添优品-5kg优选香软米,286
9301000127,好管家坤甸铁木筷R0876,96920006
9301000133,好管家防滑减震砧板S0788,541
9301000141,好管家本色大方铲H1820,96930007
9301000144,好管家水饺棒套装R0910,96930015
9377000197,美的(Midea) YJ308H 3L 机械式 新小康系列电饭煲,581
9382000010,护舒宝PINKCESS棉柔丝薄日用卫生巾5片240mm,321
9382000011,护舒宝 瞬洁丝薄熟睡加长夜用卫生巾8片 317mm,321
9382000012,护舒宝 甜睡棉柔夜用卫生巾丝薄3片装 360mm,321
9382000027,护舒宝 甜睡棉柔卫生巾丝薄3片装 超长夜用400mm,321
9383000040,【保税区发货包邮】澳洲爱他美Aptamil婴幼儿配方奶粉2段 6-12个月 900g 新西兰可瑞康爱他美 3罐装,378
9383000042,【保税区发货包邮】澳洲爱他美Aptamil婴幼儿配方奶粉4段 2岁以上 900g 新西兰可瑞康爱他美 3罐装,383
9383000043,护舒宝pinkcess超净棉花型透气护垫淡香36片 155mm,322
9383000045,护舒宝 甜睡夜用卫生巾+超净棉日用卫生巾+护垫组合126片 11包,321
9384000084,【保税区发货】英国 Osteocare液体钙 钙镁锌 200ml,405
9475000036,美的（Midea）PCS4031智能电压力锅 4L双胆,581
9484000020,帮宝适   大包装中号M62片  干爽健康纸尿裤,631
9495000010,【云猴生鲜】思念 中华面点臻品奶黄猪猪包（10只装）300g,100810003
9496003018,【云猴生鲜】喜世 速食尚黑椒牛肉馅饼(内装3块)330g,100810003
9496003020,【云猴生鲜】喜世 速食尚猪肉馅饼(内装3块)330g,100810003
9496003089,【云猴生鲜】三全 小刺猬豆沙包（15只）375g,100810003
9496003093,【云猴生鲜】三全 儿童水饺水晶虾仁300g,100810005
9496003094,【云猴生鲜】三全 奶黄包（18只）600g,100810003
9496003097,【云猴生鲜】三全 玉兔奶黄包（15只）375g,100810003
9496003098,【云猴生鲜】三全 叉烧包（10只）360g,100810003
9498000136,亨氏  宝宝婴儿辅食  乐维滋苹果香橙果汁泥120g/袋  适合12个月或以上的宝宝,389
9500000013,【保税区发货】  美国童年时光CHILDLIFE婴儿钙镁锌乳钙婴幼儿童补钙片宝宝钙液体,404
9502000044,高洁丝   瞬吸漏斗日用丝薄棉柔10片护翼卫生巾*10包+8片夜用卫生巾*5包,321
9503000034,【云猴生鲜】黄石溪 林套散养土鸡蛋10枚装,95860003
9503000115,喜维美 芒果干100g/袋,135
9503000166,【保税区发货】  日本LOSHI 马油 保湿滋润抗过敏润肤霜（220克）,333
9573000078,【云猴生鲜】十月稻田东北秋田小町大米500g 吉林,286
9573000080,【云猴生鲜】十月稻田五常稻花香大米500g 黑龙江,286
9573000086,【云猴生鲜】十月稻田五常长粒香大米5kg 黑龙江,286
9573000087,【云猴生鲜】十月稻田五常稻花香大米5kg 黑龙江,286
9573000089,【云猴生鲜】柴火大院五常长粒香大米5kg 黑龙江,286
9574000028,蓝月亮  洁净洗衣液立袋-薰1000g/瓶,473
9574000095,【湖南特色】仁仔 小根鱼16g*20包,202
9575000013,【保税区发货】  日本花王（KAO）婴幼儿木糖醇牙膏（安全可吞咽）（草莓味 70克）,469
9575000027,Baken倍康 吸多多 婴儿纸尿裤   XL50片*2包,633
9581000012,【双11专享优惠/仅此一天】【灯芯糕&小法饼·组合装】老长沙糕点·纯手工·无添加,176
9582000097,Nestle/雀巢  高钙营养奶粉400g/袋,249
9586000104,金井  特级绿茶200g/袋,240
9587001050,【湖南特色】嘉信新晃10克*20龙须牛肉,204
9588000734,冰露 纯净水550ML,205
9588000766,【湖南特色】丹洋 开心鱼尾200g/袋,202
9588000819,妙洁PE30cm×30m保鲜膜（100尺盒装）,96870020
9588000822,妙洁纸杯8盎司装,497
9588000823,妙洁C型海绵百洁布2片装,809
9588000831,妙洁中号点断式保鲜袋,500
9588000836,妙洁魔吸胶棉神奇拖把,502
9588000837,妙洁COOL酷杯100只装,497
9588000839,妙洁保鲜袋（3支装）,500
9588000885,【湖南特色】满师傅  豆干混合装500g/袋,202
9589000064,【云猴生鲜】黄石溪 山林散养绿壳土鸡蛋10枚装,95860003
9589000171,【云猴生鲜】金龙鱼 家常劲道麦芯挂面1000G,292
9589000173,【云猴生鲜】金龙鱼 家常细圆麦芯挂面1000G,292
9590000030,【保税区发货】荷兰牛栏Nutrilon婴幼儿配方奶粉2段6-10个月850g,378
9592000023,溜溜梅 清梅60g,193
9592000025,溜溜梅 清梅160g,193
9592000029,溜溜梅 雪梅160g,193
9593000047,Richeese 丽芝士 纳宝帝奶酪威化饼干290g,126
9593000048,丽芝士 雅嘉奶酪味夹心玉米棒饼160g/盒,126
9593000049,丽芝士 芝心棒奶酪味夹心卷60g/盒,126
9593000050,丽芝士 芝心棒奶酪味夹心卷180g/盒,126
9593000051,丽芝士 纳宝帝奶酪威化饼干145g,126
9593000059,雀巢咖啡1+2原味48x15g,232
9593000264,Ora2皓乐齿净澈气息漱口水甜润苹果 460ml 清洁口腔口气 日本进口,370
9594000135,Oldenburger欧德堡 超高温处理全脂纯牛奶 200ml*24,113
9596000073,【湖南特色】东江清水   鱼仔系列 糖醋味干掉鱼仔300g/袋   口味鱼甜味毛毛鱼,202
9596000105,【云猴生鲜】宏宇 独头紫皮蒜竹篮装250g 产地山东,95870001
9600000584,蒙牛特仑苏环球精选有机奶250ml*12,216
9600000600,超纤柔软毛情侣牙刷,367
9602000235,海尔XQB75-M12699洗衣机,578
9602000395,小天鹅  TB75-8268H  7.5公斤 大瀑布 全自动  波轮洗衣机,578
9678000140,百草味 芒果干120g,200
9678000155,溜溜梅 绿茶梅60g,193
9678000263,【湖南特色】牛浪汉 泡椒牛肉60g/袋,202
9678000265,【湖南特色】牛浪汉 麻辣牛肉干60g/袋,202
9680000067,好管家   楠竹砧板  长方形竹菜板 竹菜板(38*28*1.7cm),541
9680000070,好管家  便携式餐具四件套装,553
9684000048,Q-天添优品  薰衣草香型柔肤洗衣液 2.5kg+500g/瓶,473
9685000064,【保税区发货】日本尤妮佳Moony 纸尿裤S84片,411
9685000066,【保税区发货】日本尤妮佳Moony 纸尿裤L54片,632
9686000117,【湖南特色】大佳億  泡椒臭干子90g/袋,202
9686000119,【湖南特色】乡阔佬 鹌鹑蛋山椒味9个无壳70g/袋,202
9686000120,【湖南特色】乡阔佬  鹌鹑蛋乡巴佬味9个壳80g/袋,202
9686000126,【湖南特色】大佳億  泡椒牛板筋90g/袋 保质期至：2015/12/19,202
9686000134,【湖南特色】蜀鼎  香辣金针茹40g/袋,202
9686000150,【湖南特色】彭师傅 口味腊肉22g,202
9686000151,【湖南特色】彭师傅  口味肠皮22g,202
9686000152,【湖南特色】彭师傅  口味脆骨22g,202
9686000156,【湖南特色】扭妞 萝卜条90g/袋,202
9686000158,【湖南特色】湘飘飘 爽口小萝卜头130g/袋,202
9686000162,【湖南特色】靖港古镇  毛毛鱼60g/袋  香辣小黄鱼干仔,202
9686000164,【湖南特色】靖港古镇  香酥QQ鱼60g/袋 保质期至：2015/12/12,202
9686000166,【湖南特色】与美 香辣藕70g/袋  开胃拌饭 休闲零食素食小吃 酱腌菜,202
9686000169,【湖南特色】辣翻天  翻天娃系列158g/袋,202
9686000186,【保税区发货】德国喜宝有机奶粉HiPP 12+ (1岁以上) 800g,93980002
9686000191,【保税区发货】德国喜宝益生菌奶粉HiPP 1+ (1-2岁) 600g 3盒装,93980002
9686000192,【保税区发货】德国喜宝益生菌奶粉HiPP 2+ (2岁以上) 600g,93980003
9687000018,【云猴特卖】德国Frischli菲仕利 纯牛奶礼盒装200ml*12,113
9687000112,【保税区发货】加拿大（Ddrops）婴儿维生素D3滴剂 宝宝补钙（0岁以上）90滴,406
9690000056,【保税区发货包邮】 Femfresh女性私密洗液产后私处日常清洁温和 洋甘菊型250ml,323
9691000274,澳优 代膳脱脂奶粉 成人 中老年 丹麦原装进口 800克,113
9692000017,【自营包邮】荷兰美素Hero baby奶粉1段800g(0-6个月),93980002
9692000018,【自营包邮】荷兰美素Hero baby奶粉2段800g(适合6-10个月),93980003
9692000020,【自营包邮】德国爱他美Aptamil白金版奶粉pre段800g(0-3个月),93980001
9692000022,【自营包邮】德国爱他美Aptamil白金版奶粉2段800g(6-12月),378
9692000026,【自营包邮】德国爱他美Aptamil系列3段1200g(10-12个月),380
9692000027,【自营包邮】德国爱他美Aptamil系列PRE段800g(0-3个月),93980001
9692000028,【自营包邮】德国爱他美Aptamil系列1段800g((3-6个月),377
9692000029,【自营包邮】德国爱他美Aptamil系列2段800g(6-10月),378
9692000030,【自营包邮】德国爱他美Aptamil系列3段800g(10-12个月),380
9692000031,【自营包邮】德国爱他美Aptamil系列1+段600g(1-2岁),93980002
9692000032,【自营包邮】德国爱他美Aptamil系列2+段600g(2岁以上),93980003
9692000045,【自营包邮】德国喜宝HiPP益生菌有机奶粉奶粉3段600g(10-12月),380
9692000048,德国喜宝HiPP有机奶粉PRE段600g(0-3个月),93980001
9692000049,【自营包邮】德国喜宝HiPP有机奶粉1段600g(3-6个月),377
9692000050,【自营包邮】德国喜宝HiPP有机奶粉2段800g(6-10月),378
9692000053,【自营包邮】德国喜宝HiPP有机免敏小米营养米粉米糊 250g 4个月以上,387
9692000054,【自营包邮】德国喜宝HiPP有机七种谷物营养米粉 250g  6个月以上,387
9692000055,【自营包邮】荷兰牛栏Nutrilon奶粉1段850g(0-6个月),377
9692000058,荷兰牛栏Nutrilon奶粉4段800g(1-2岁),383
9692000059,【自营包邮】荷兰牛栏Nutrilon奶粉5段800g(2岁以上),93980004
9692000072,【自营包邮】日本大王GOO.N纸尿裤NB90片 0~5KG,409
9692000076,【自营包邮】日本大王GOO.N纸尿裤XL42片 12～20KG,633
9692000083,【自营包邮】日本尤妮佳Moony纸尿裤NB90片 新生儿~5kg,409
9692000084,【自营包邮】日本尤妮佳Moony纸尿裤S84片 4~8kg,411
9692000085,【自营包邮】日本尤妮佳Moony纸尿裤M64片 6~11kg,631
9692000086,【自营包邮】日本尤妮佳Moony纸尿裤L54片 9~14kg,632
9692000087,【自营包邮】日本树之惠本铺美人天然树液足贴30枚 美容养颜（钛元素）,96930001
9692000088,【自营包邮】日本树之惠本铺美人天然树液足贴30枚 促进血液循环 (辛辣),96930001
9692000089,【自营包邮】日本树之惠本铺美人天然树液足贴30枚 补湿通气（艾草）,96930001
9692000090,【自营包邮】日本树之惠本铺美人天然树液足贴30枚 安神助眠（薰衣草）,96930001
9692000091,【自营包邮】日本树之惠本铺美人天然树液足贴30枚 瘦身减肥（西柚）,96930001
9692000092,【自营包邮】花王乐而雅日用25cm 19片 量多日用,100840002
9692000093,【自营包邮】花王乐而雅日用25cm 18片 敏感肌,100840002
9692000094,【自营包邮】花王乐而雅夜用35cm 13片 超薄瞬吸,100840002
9692000095,【自营包邮】花王乐而雅夜用40cm 7片 敏感肌,100840002
9692000096,【自营包邮】花王乐而雅日用25cm 17片 敏感肌,100840002
9692000097,【自营包邮】花王乐而雅日用22.5cm  22片 敏感肌,100840002
9692000098,花王乐而雅护垫62片〈消臭〉,100840002
9692000101,【自营包邮】花王乐而雅夜用34cm  9片 敏感肌,100840002
9692000103,【自营包邮】日本尤妮佳（Center-in）超薄干爽系列（24cm/17片日用）,100840002
9692000104,【自营包邮】日本尤妮佳（Center-in）超薄干爽系列（21cm/22片日用）,100840002
9692000105,日本尤妮佳（Center-in）超薄棉柔系列（21cm/22片日用）,100840002
9692000107,【自营包邮】日本大王（GOO.N）（Megami系列）（32cm/11片夜用）,100840002
9692000108,【自营包邮】日本大王（GOO.N）（Megami系列）（27cm/18片日用）,100840002
9692000109,日本大王（GOO.N）（Megami系列）（23cm/22片日用),100840002
9692000110,【自营包邮】苏菲亲肤系列敏感肌肤日常日用带护翼21cm *26片,100840002
9692000111,【自营包邮】苏菲亲肤系列敏感肌肤量多日用带护翼23cm *20片,100840002
9692000112,【自营包邮】苏菲亲肤系列超薄 量多日用带护翼21cm * 25片,100840002
9692000113,【自营包邮】苏菲亲肤系列超薄 超多量日用带护翼25cm *19片,100840002
9692000114,【自营包邮】苏菲亲肤系列敏感肌肤可用量多夜用带护翼29cm *10片,100840002
9692000115,【自营包邮】苏菲亲肤系列敏感肌肤可用量多可持久日用带护翼25cm *16片,100840002
9692000116,【自营包邮】苏菲亲肤系列敏感肌肤可用量大夜用带护翼33cm * 9片,100840002
9692000117,【自营包邮】苏菲亲肤系列敏感肌肤可用特多夜用带护翼40cm * 8片,100840002
9692000119,【自营包邮】日本无比滴婴儿止痒无比露50ml,467
9692000131,【自营包邮】日本花王Merries纸尿裤S82片 4～8KG,411
9692000132,【自营包邮】日本花王Merries纸尿裤M64片,631
9692000133,【自营包邮】日本花王Merries纸尿裤L54片,632
9692000134,日本花王Merries拉拉裤L44片,418
9692000135,【自营包邮】日本花王Merries拉拉裤XL38片 12～22KG,633
9692000186,【湖南特色】凤沅  喵喵鱼香辣味60g/袋,202
9692000197,【保税区发货】德国碧然德Brita过滤水壶Marella 金典系列 3.5L 蓝色 一壶一芯,696
9694000049,湘佳老母鸡生态散养土鸡不吃饲米喂养现杀发货净重约2.5斤,95880001
9694000063,【湖南特色】渔湘四海 鱼仔31g/袋,202
9697000064,包邮 英国infacol西甲硅油婴儿防肠胃胀气 肠绞痛 缓和滴剂 0+,467
9698000027,Calvin Klein卡文克莱卡莱优淡香水 CK ONE 100ml(经典旧款),96940001
9700000164,【自营包邮】荷兰美素Hero baby奶粉1段800g(0-6个月),93980002
9700000166,【自营包邮】荷兰美素Hero baby奶粉2段800g(适合6-10个月),93980003
9700000175,【自营包邮】德国喜宝HiPP有机奶粉2段800g(6-10月),378
9700000181,【自营包邮】德国喜宝HiPP益生菌有机奶粉初段Pre段600g(0-3个月),93980001
9700000183,【自营包邮】德国喜宝HiPP益生菌有机奶粉2+段600g(2岁以上),93980003
9700000189,【自营包邮】德国喜宝HiPP有机奶粉3段800g(10-12月),380
9700000195,【自营包邮】德国喜宝HiPP益生菌有机奶粉奶粉1段600g(3-6个月),377
9700000197,【自营包邮】德国爱他美Aptamil白金版奶粉2段800g(6-12月),378
